Date,Open,High,Low,Close,Adj Close,Volume
2019-02-08,170.460007,170.479996,166.660004,169.899994,169.899994,2121900
2019-02-11,172.220001,172.369995,166.570007,168.059998,168.059998,2781700
2019-02-12,169.039993,171.539993,169.009995,170.250000,170.250000,2396700
2019-02-13,172.979996,175.350006,171.710007,173.820007,173.820007,2549100
2019-02-14,173.500000,174.960007,171.550003,174.080002,174.080002,2017200
2019-02-15,175.490005,175.630005,169.000000,170.059998,170.059998,3444700
2019-02-19,169.529999,173.600006,169.199997,172.449997,172.449997,3155800
2019-02-20,173.389999,176.089996,170.509995,171.179993,171.179993,4040500
2019-02-21,171.729996,172.889999,169.729996,171.809998,171.809998,4202800
2019-02-22,173.500000,174.169998,164.000000,167.169998,167.169998,9233500
2019-02-25,170.009995,170.550003,164.860001,165.000000,165.000000,5832300
2019-02-26,164.000000,164.339996,160.600006,161.979996,161.979996,4829400
2019-02-27,161.550003,163.399994,160.649994,162.169998,162.169998,3705100
2019-02-28,162.000000,163.190002,160.910004,162.539993,162.539993,3412200
2019-03-01,164.179993,165.500000,161.979996,162.089996,162.089996,2656200
2019-03-04,163.710007,164.250000,158.440002,160.919998,160.919998,4323000
2019-03-05,161.470001,170.279999,161.110001,167.740005,167.740005,5799400
2019-03-06,169.220001,173.520004,169.110001,170.240005,170.240005,5133300
2019-03-07,169.630005,170.000000,164.899994,165.720001,165.720001,3247900
2019-03-08,162.940002,164.710007,160.830002,163.649994,163.649994,2635000
2019-03-11,165.600006,167.559998,164.460007,166.960007,166.960007,2176600
2019-03-12,168.449997,168.770004,164.559998,166.990005,166.990005,1833000
2019-03-13,167.800003,170.770004,167.100006,168.169998,168.169998,2432200
2019-03-14,167.960007,168.039993,166.149994,167.740005,167.740005,2268600
2019-03-15,169.410004,170.949997,168.750000,170.479996,170.479996,2980600
2019-03-18,172.410004,174.020004,169.669998,171.169998,171.169998,2130400
2019-03-19,172.110001,172.179993,169.970001,170.729996,170.729996,1668100
2019-03-20,171.279999,171.279999,166.600006,170.169998,170.169998,2052600
2019-03-21,168.699997,171.940002,168.699997,171.770004,171.770004,2104500
2019-03-22,170.720001,170.889999,165.979996,166.729996,166.729996,2264400
2019-03-25,165.570007,167.190002,163.759995,166.880005,166.880005,1623400
2019-03-26,167.000000,169.860001,166.580002,167.199997,167.199997,1854800
2019-03-27,167.360001,167.990005,164.179993,164.289993,164.289993,2602400
2019-03-28,165.000000,165.360001,162.729996,164.110001,164.110001,1712500
2019-03-29,165.649994,166.000000,163.460007,164.850006,164.850006,2695100
2019-04-01,168.070007,171.399994,166.919998,170.399994,170.399994,4654900
2019-04-02,170.410004,174.149994,168.880005,170.979996,170.979996,2519700
2019-04-03,173.050003,176.929993,172.259995,174.910004,174.910004,3722500
2019-04-04,176.919998,180.729996,175.139999,179.130005,179.130005,3963500
2019-04-05,181.330002,182.470001,179.800003,181.550003,181.550003,2929500
2019-04-08,181.550003,186.220001,180.389999,184.770004,184.770004,3913500
2019-04-09,185.000000,185.600006,180.539993,181.000000,181.000000,3014900
2019-04-10,179.190002,179.550003,175.559998,177.039993,177.039993,4180500
2019-04-11,176.500000,176.639999,171.139999,171.199997,171.199997,3921800
2019-04-12,173.600006,173.889999,170.779999,173.089996,173.089996,3271100
2019-04-15,172.199997,172.259995,167.399994,168.669998,168.669998,3812600
2019-04-16,170.000000,171.460007,168.880005,170.279999,170.279999,2118800
2019-04-17,172.190002,172.399994,169.800003,170.330002,170.330002,2850100
2019-04-18,171.000000,172.199997,169.119995,171.020004,171.020004,1974800
2019-04-22,170.000000,170.190002,167.500000,169.369995,169.369995,2080900
2019-04-23,170.000000,174.119995,168.820007,173.289993,173.289993,2821700
2019-04-24,174.000000,174.259995,169.100006,169.300003,169.300003,3244900
2019-04-25,169.000000,169.070007,166.440002,167.929993,167.929993,2936900
2019-04-26,167.850006,167.860001,163.979996,166.119995,166.119995,3706200
2019-04-29,167.000000,168.559998,164.899994,165.850006,165.850006,2985000
2019-04-30,164.679993,166.570007,162.199997,166.229996,166.229996,2609400
2019-05-01,166.580002,168.630005,165.369995,165.419998,165.419998,1905100
2019-05-02,165.759995,167.649994,164.000000,166.240005,166.240005,1856600
2019-05-03,167.399994,168.339996,166.550003,167.039993,167.039993,2232600
2019-05-06,161.000000,164.770004,160.000000,164.500000,164.500000,3303300
2019-05-07,162.899994,163.220001,160.600006,162.130005,162.130005,2954700
2019-05-08,161.600006,161.600006,158.600006,159.580002,159.580002,4665500
2019-05-09,156.350006,159.649994,153.869995,158.699997,158.699997,4238800
2019-05-10,158.000000,158.990005,154.690002,156.750000,156.750000,3210100
2019-05-13,151.630005,153.800003,150.020004,151.539993,151.539993,5324700
2019-05-14,153.080002,153.779999,151.360001,152.389999,152.389999,3579700
2019-05-15,151.729996,153.539993,150.880005,152.500000,152.500000,3072600
2019-05-16,153.309998,155.449997,152.020004,153.699997,153.699997,4935400
2019-05-17,130.529999,134.130005,126.910004,128.309998,128.309998,29287200
2019-05-20,123.230003,123.269997,117.160004,117.550003,117.550003,18045200
2019-05-21,119.220001,121.120003,118.160004,120.489998,120.489998,9091600
2019-05-22,120.800003,121.150002,116.779999,118.400002,118.400002,5411200
2019-05-23,115.300003,115.769997,113.300003,113.459999,113.459999,7085800
2019-05-24,114.550003,115.870003,114.040001,114.470001,114.470001,4902900
2019-05-28,115.010002,115.570000,113.919998,114.139999,114.139999,4576400
2019-05-29,113.199997,114.000000,112.080002,112.949997,112.949997,5168700
2019-05-30,112.370003,113.190002,111.029999,111.820000,111.820000,4006700
2019-05-31,110.000000,111.139999,108.750000,110.000000,110.000000,5167300
2019-06-03,109.760002,110.260002,106.800003,107.779999,107.779999,5739900
2019-06-04,108.459999,112.320000,107.110001,111.430000,111.430000,4998600
2019-06-05,111.629997,111.750000,107.349998,109.139999,109.139999,4789200
2019-06-06,109.099998,109.629997,107.660004,108.889999,108.889999,2478200
2019-06-07,109.099998,110.650002,109.029999,109.809998,109.809998,2581200
2019-06-10,111.019997,113.660004,111.000000,111.760002,111.760002,4346100
2019-06-11,113.930000,117.389999,113.809998,115.370003,115.370003,6438400
2019-06-12,114.010002,114.279999,112.040001,113.089996,113.089996,3384100
2019-06-13,113.980003,114.260002,112.519997,114.010002,114.010002,3080900
2019-06-14,112.809998,113.290001,111.599998,113.080002,113.080002,4320200
2019-06-17,113.300003,114.459999,112.379997,114.330002,114.330002,2954000
2019-06-18,115.440002,119.139999,115.199997,116.949997,116.949997,4134800
2019-06-19,118.160004,118.379997,116.050003,117.800003,117.800003,4102700
2019-06-20,120.000000,121.070000,117.500000,118.300003,118.300003,3466300
2019-06-21,117.800003,118.029999,116.080002,116.910004,116.910004,3920500
2019-06-24,117.290001,117.290001,115.570000,116.699997,116.699997,1770900
2019-06-25,115.570000,115.900002,112.400002,113.260002,113.260002,3450000
2019-06-26,114.580002,116.949997,114.220001,115.769997,115.769997,3639500
2019-06-27,116.309998,116.750000,114.620003,116.040001,116.040001,2003800
2019-06-28,116.010002,117.519997,115.379997,117.360001,117.360001,3446300
2019-07-01,121.489998,121.800003,117.370003,118.010002,118.010002,3723700
2019-07-02,118.150002,119.410004,117.220001,119.349998,119.349998,2553300
2019-07-03,120.199997,120.199997,116.940002,118.559998,118.559998,2457600
2019-07-05,117.209999,117.800003,115.260002,116.290001,116.290001,3032100
2019-07-08,114.989998,114.989998,113.139999,113.199997,113.199997,3317300
2019-07-09,112.349998,114.949997,112.099998,114.800003,114.800003,2129700
2019-07-10,116.160004,116.760002,114.040001,114.400002,114.400002,2525200
2019-07-11,114.690002,115.239998,114.139999,114.750000,114.750000,1755100
2019-07-12,114.849998,115.650002,114.110001,114.900002,114.900002,2564900
2019-07-15,115.010002,116.050003,114.519997,115.629997,115.629997,2396500
2019-07-16,115.500000,115.599998,113.699997,114.230003,114.230003,2591600
2019-07-17,114.010002,114.400002,113.519997,113.580002,113.580002,2001500
2019-07-18,113.190002,113.489998,111.599998,111.790001,111.790001,3903400
2019-07-19,112.849998,113.699997,112.180000,112.250000,112.250000,3296800
2019-07-22,112.250000,113.150002,111.449997,111.699997,111.699997,2330600
2019-07-23,112.269997,115.250000,112.239998,115.139999,115.139999,4423900
2019-07-24,114.800003,116.760002,113.610001,116.379997,116.379997,3820500
2019-07-25,116.230003,116.260002,113.989998,114.470001,114.470001,2079100
2019-07-26,115.010002,115.269997,114.019997,114.220001,114.220001,1676300
2019-07-29,113.750000,114.099998,112.449997,113.449997,113.449997,2545600
2019-07-30,112.500000,113.330002,111.750000,112.750000,112.750000,2973600
2019-07-31,112.500000,113.260002,110.750000,111.699997,111.699997,2807200
2019-08-01,111.529999,112.970001,108.750000,109.209999,109.209999,5218700
2019-08-02,108.220001,109.570000,106.889999,107.760002,107.760002,3394200
2019-08-05,104.010002,104.089996,99.279999,100.150002,100.150002,6951600
2019-08-06,101.680000,102.000000,99.260002,99.680000,99.680000,5316500
2019-08-07,98.389999,101.110001,97.769997,99.190002,99.190002,3779400
2019-08-08,99.379997,99.940002,98.529999,99.889999,99.889999,3561300
2019-08-09,99.169998,99.250000,96.610001,97.360001,97.360001,3009600
2019-08-12,96.239998,96.519997,94.879997,95.080002,95.080002,3062700
2019-08-13,94.220001,99.000000,93.879997,97.379997,97.379997,4352900
2019-08-14,95.209999,96.470001,93.910004,94.849998,94.849998,4708700
2019-08-15,95.550003,95.900002,93.389999,94.349998,94.349998,3674500
2019-08-16,95.279999,97.400002,94.139999,96.699997,96.699997,5845100
2019-08-19,100.000000,105.300003,100.000000,104.220001,104.220001,11547300
2019-08-20,112.080002,113.400002,108.559998,108.720001,108.720001,14239300
2019-08-21,109.610001,109.900002,105.339996,107.900002,107.900002,6463600
2019-08-22,105.769997,106.699997,103.459999,105.449997,105.449997,5927000
2019-08-23,103.400002,105.570000,101.550003,101.849998,101.849998,6122100
2019-08-26,102.800003,104.860001,102.510002,103.800003,103.800003,3119700
2019-08-27,104.779999,106.610001,103.349998,103.839996,103.839996,3530400
2019-08-28,102.959999,105.300003,102.260002,103.589996,103.589996,2650700
2019-08-29,105.220001,106.910004,104.739998,104.830002,104.830002,2906800
2019-08-30,105.459999,105.459999,103.730003,104.470001,104.470001,2441000
2019-09-03,103.320000,104.459999,102.459999,102.559998,102.559998,2279000
2019-09-04,104.129997,104.550003,102.040001,102.540001,102.540001,2168500
2019-09-05,103.589996,105.110001,103.290001,104.120003,104.120003,3345200
2019-09-06,104.239998,104.500000,102.449997,102.589996,102.589996,2894700
2019-09-09,102.720001,105.199997,102.370003,105.059998,105.059998,3498800
2019-09-10,105.199997,110.580002,105.059998,110.400002,110.400002,5925600
2019-09-11,111.779999,113.260002,109.379997,111.790001,111.790001,4898100
2019-09-12,112.949997,113.070000,110.519997,111.500000,111.500000,4075200
2019-09-13,111.970001,112.000000,109.879997,110.540001,110.540001,2983500
2019-09-16,109.949997,111.639999,109.410004,110.980003,110.980003,2202700
2019-09-17,110.019997,110.320000,108.070000,109.040001,109.040001,2780200
2019-09-18,108.989998,109.849998,107.430000,108.400002,108.400002,2910900
2019-09-19,108.559998,109.260002,107.620003,107.769997,107.769997,1946000
2019-09-20,108.099998,108.459999,104.669998,105.160004,105.160004,3486600
2019-09-23,104.489998,104.940002,102.300003,102.370003,102.370003,3496800
2019-09-24,102.599998,102.760002,97.250000,97.610001,97.610001,6981400
2019-09-25,97.940002,103.029999,97.419998,102.800003,102.800003,4040800
2019-09-26,105.900002,107.900002,103.510002,105.070000,105.070000,5730100
2019-09-27,105.489998,106.300003,100.300003,101.209999,101.209999,5661900
2019-09-30,102.250000,103.449997,101.440002,102.760002,102.760002,2135700
2019-10-01,102.800003,103.260002,101.000000,102.000000,102.000000,1778100
2019-10-02,100.849998,103.239998,99.500000,102.620003,102.620003,2568100
2019-10-03,102.349998,104.730003,101.150002,104.320000,104.320000,2216700
2019-10-04,103.830002,105.099998,103.290001,104.470001,104.470001,1672300
2019-10-07,103.790001,103.989998,101.169998,101.470001,101.470001,3374900
2019-10-08,99.500000,100.559998,98.199997,99.529999,99.529999,4420000
2019-10-09,100.290001,100.629997,98.550003,99.900002,99.900002,3378900
2019-10-10,100.790001,104.739998,100.260002,103.849998,103.849998,3519800
2019-10-11,105.970001,107.300003,104.110001,104.660004,104.660004,3868300
2019-10-14,104.510002,105.800003,104.320000,105.459999,105.459999,2333500
2019-10-15,105.540001,108.050003,105.430000,107.199997,107.199997,2445300
2019-10-16,107.180000,109.330002,107.040001,108.279999,108.279999,3151300
2019-10-17,108.860001,109.230003,106.620003,107.650002,107.650002,2059100
2019-10-18,107.480003,108.089996,103.529999,103.739998,103.739998,2736000
2019-10-21,104.570000,106.099998,103.410004,104.360001,104.360001,1940500
2019-10-22,104.000000,104.570000,102.750000,103.629997,103.629997,1674300
2019-10-23,102.660004,104.400002,102.510002,104.150002,104.150002,1406000
2019-10-24,104.089996,104.120003,102.940002,103.690002,103.690002,2669900
2019-10-25,103.180000,104.900002,102.800003,103.870003,103.870003,2703400
2019-10-28,104.309998,105.980003,103.529999,104.860001,104.860001,3456300
2019-10-29,104.470001,104.550003,102.629997,102.900002,102.900002,3586200
2019-10-30,102.849998,103.089996,101.269997,102.930000,102.930000,2445000
2019-10-31,102.129997,102.949997,100.820000,101.849998,101.849998,3551200
2019-11-01,103.050003,104.639999,102.500000,104.639999,104.639999,5302900
2019-11-04,106.980003,111.000000,106.510002,109.620003,109.620003,7579800
2019-11-05,110.900002,111.000000,106.860001,108.050003,108.050003,6204900
2019-11-06,108.809998,109.089996,106.620003,107.360001,107.360001,4259400
2019-11-07,115.430000,122.199997,115.250000,121.870003,121.870003,16215000
2019-11-08,123.220001,127.260002,122.000000,124.559998,124.559998,10231200
2019-11-11,122.690002,122.690002,120.260002,120.870003,120.870003,4096200
2019-11-12,120.169998,123.480003,120.169998,121.800003,121.800003,3550700
2019-11-13,119.610001,120.599998,117.199997,118.290001,118.290001,3761700
2019-11-14,118.000000,118.480003,116.330002,118.199997,118.199997,4780600
2019-11-15,118.739998,119.760002,116.760002,117.050003,117.050003,3831700
2019-11-18,117.309998,117.589996,115.699997,116.519997,116.519997,2482600
2019-11-19,117.919998,117.949997,115.260002,115.690002,115.690002,2580400
2019-11-20,114.500000,116.910004,113.400002,114.800003,114.800003,3127100
